codigo;descripcion;ref
7,70332E+12;CPF4100-1;BAUL NI•O                               
7761S;CPF4100-1S;BAUL NI•O S
7,70332E+12;CPF4100-2;BAUL NI•A                               
7,70332E+12;CPF4110-1;MI ORGANIZATOYS X 1 NI•O                
7,70332E+12;CPF4110-2;MI ORGANIZATOYS X 1 NI•A                
7,70818E+12;CPF4131-1;VASENILLA DINO NI•O
7,70818E+12;CPF4131-2;VASENILLA DINO NI•A
7,70332E+12;CPF4150-1;CAMA NI•O                               
7,70332E+12;CPF4150-2;CAMA NI•A                               
7,70818E+12;CPF4170-1;DULCE HOGAR NI•O-SWEET HOME
7,70818E+12;CPF4170-2;DULCE HOGAR NI•A-SWEET HOME
7,70818E+12;CPF4180-1;MI CASA DE LOS SUE•OS NI•O-MY DREAM HOUSE
7,70818E+12;CPF4180-2;MI CASA DE LOS SUE•OS NI•A-MY DREAM HOUSE
7,70332E+12;CPF4200-1;DESLIZADERO NI•O                        
7,70332E+12;CPF4200-1S;DESLIZADERO NI•O EN BOLSA 1 PCE
7,70332E+12;CPF4200-2;DESLIZADERO NI•A                        
7,70332E+12;CPF4200-2S;DESLIZADERO NI•A EN BOLSA 1 PCE
7,70332E+12;CPF4300-1;MI BUTACO NI•O                          
7,70332E+12;CPF4300-2;MI BUTACO NI•A                          
7,70332E+12;CPF4350-1;SILLA METALICA NI•O                     
7,70332E+12;CPF4350-2;SILLA METALICA NI•A                     
7,70332E+12;CPF4355-1;SILLA ESCRITORIO NI•O                   
7,70332E+12;CPF4355-2;SILLA ESCRITORIO NI•A                   
7,70332E+12;CPF4360-1;TRONO DE MI PRINCIPE                    
7,70332E+12;CPF4360-1S;TRONO PRINCIPE S 1 PCE
7,70332E+12;CPF4360-2;TRONO DE MI PRINCESA                    
7,70332E+12;CPF4360-2S;TRONO PRINCESA S 1 PCE
7764360PRO;CPF4360PRO;TRONO PROMOCION                         
7,70332E+12;CPF4370-1;BUTACO OSITO NI•O                       
7,70332E+12;CPF4370-2;BUTACO OSITO NI•A                       
7,70332E+12;CPF450;AVION MILITAR                           
7,70332E+12;CPF4500;CARRETA                                 
7,70332E+12;CPF4505;PALA Y RASTRILLO                        
7,70332E+12;CPF4510;BALDE PLAYERO PALA Y RASTRILLO          
7764515;CPF4515;BALDE                                   
7,70332E+12;CPF4516;VASO TAPA 18 ONZAS 1 PCE
7,70332E+12;CPF4520;PELOTA PAQUETE X 50 PCS
7,70332E+12;CPF4530;BALDE AGARRADERA GIRATORIA 1 PCE
7,70332E+12;CPF4535;CESTA MULTIUSOS 65.2 LT 1 WHR
7,70332E+12;CPF460;AVION POLICIA                           
7,70332E+12;CPF500;CAMIONETA MONSTER TRUCK                 
7,70332E+12;CPF500B;CAMIONETA MONSTER CON CUBOS             
7,70332E+12;CPF500M;CAMIONETA MONSTER MOTO                  
7,70332E+12;CPF550;CHEVROLET VOLQUETA                      
7,70332E+12;CPF550B;CHEVROLET BLOQUES                       
7,70332E+12;CPF550PR;CHEVROLET PALA Y RASTRILLO              
7,70332E+12;CPF551;CARGADOR                                
7,70332E+12;CPF553;BOMBERO                                 
7,70332E+12;CPF554;GRUA MADERERA                           
7,70332E+12;CPF554M;MASTER TRUCK SURTIDO                    
7,70332E+12;CPF610;SUZUKI                                  
7,70332E+12;CPF620;FERRARI                                 
7,70332E+12;CPF625;FERRARI EN BLISTER                      
7,70332E+12;CPF640;BUS PANAMERICANO                        
7,70332E+12;CPF715;RECOLECTOR BASURA                       
7,70332E+12;CPF720;VOLQUETA CONSTRUCTORA ?CON BLOQUES      
7,70332E+12;CPF725;MI VOLQUETA CONSTRUCTORA                
7,70332E+12;CPF730;MEZCLADOR                               
7,70332E+12;CPF825;VAMOS DE PICNIC                         
7,70332E+12;CPF840;COCINA SOBRE RUEDAS                     
7,70332E+12;CPF850;CUNA PRINCESA                           
7,70332E+12;CPF850B;CUNA PRINCESA EN BOLSA                  
7,70332E+12;CPF855;BUTACO COCINA
7,70332E+12;CPF860;MY LITTLE KITCHEN                       
7,70332E+12;CPF860S;MY LITTLE KITCHEN S 1 PCE
7,70332E+12;CPF870;TOCADOR                                 
7,70332E+12;CPF870B;MI TOCADOR EN BOLSA                     
7,70332E+12;CPF890-1;VAGON BTOYS BLOCKS NI•O                 
7,70332E+12;CPF890-2;VAGON BTOYS BLOCKS NI•A                 
7,70332E+12;CPF900;VOLQUETA GODZILA EN CAJA                
7,70332E+12;CPF900-1;VOLQUETA GODZILA EN BOLSA               
7,70332E+12;CPF900N;VOLQUETA GODZILA NEON                   
7,70332E+12;CPF900R;VOLQUETA GODZILA R                      
7,70332E+12;CPF902;GODZILA CAMINADOR                       
7,70332E+12;CPF902R;CAMINADOR GODZILA R                     
7,70332E+12;CPF905-1;BAMBAM CON SONIDOS NI•O                 
7,70332E+12;CPF905-1S;BAMBAM CON SONIDO NI•O-S 1 PCE
7,70332E+12;CPF905-2;BAMBAM CON SONIDOS NI•A                 
7,70332E+12;CPF905-2S;BAMBAM CON SONIDO NI•A-S 1 PCE
7,70332E+12;CPF905R;BAMBAM R                                
7,70332E+12;CPF910-1;FORMULA NI•O                            
7,70332E+12;CPF910-2;FORMULA NI•A                            
7,70332E+12;CPF915;VOLQUETA MONTABLE CON SONIDO            
7,70332E+12;CPF920;GODZILITA                               
7,70332E+12;CPF930-1;JEEP MONTABLE NI•O                      
7,70332E+12;CPF930-2;JEEP MONTABLE NI•A                      
7,70332E+12;CPF930C-1;JEEP FULL EDITION NI•O                  
7,70332E+12;CPF930C-1S;JEEP F NI•O LLANTA COLOR 1 PCE
7,70332E+12;CPF930C-2;JEEP FULL EDITION NI•A                  
7,70332E+12;CPF932;JEEP JUNGLA
7,70332E+12;CPF934;JEEP SAFARI
7,70332E+12;CPF938;JEEP FULL EDITION COLOMBIA              
7,70332E+12;CPF940-1;MUSCLE CAR NI•O                         
7,70332E+12;CPF940-2;MUSCLE CAR NI•A                         
7,70332E+12;CPF945-1;BUGGY BUGGY NI•O                        
7,70332E+12;CPF945-2;BUGGY BUGGY NI•A                        
7761;CPF947-1;CUATRIMOTO NI•O
7762;CPF947-2;CUATRIMOTO NI•A
7,70332E+12;CPF950-1;MI PRIMER MONTABLE NI•O                 
7,70332E+12;CPF950-2;MI PRIMER MONTABLE PRINCESA             
7,70332E+12;CPF950B-1;MI PRIMER MONTABLE BOMBERO              
7,70332E+12;CPF960-1;BOY TOYS TRUCK NI•O                     
7,70332E+12;CPF960-2;BOY TOYS TRUCK NI•A                     
7,70332E+12;CPF965-1;VOLQUETA ELITE BTOYS NI•O               
7300046;CPFAT0001;ALCANCIA MAFALDA
7,70332E+12;CPFAT0001;ALCANCIA MAFALDA
7300049;CPFAT0002;ALCANCIA HAMBURGUESA
7,70332E+12;CPFAT0002;ALCANCIA HAMBURGUESA
7300047;CPFAT0003;ALCANCIA BUDA
7,70332E+12;CPFAT0003;ALCANCIA BUDA
7300050;CPFAT0004;ALCANCIA VACA PEQUE•A
7,70332E+12;CPFAT0004;ALCANCIA VACA PEQUE•A
7300048;CPFAT0005;ALCANCIA BILLETE
7,70332E+12;CPFAT0005;ALCANCIA BILLETE
7300051;CPFAT0006;ALCANCIA VACA GRANDE
7,70332E+12;CPFAT0006;ALCANCIA VACA GRANDE
7300052;CPFAT0007;CANDADO
7,70332E+12;CPFAT0007;ALCANCIA CANDADO
7,70332E+12;CPFAT0008;ALCANCIA ELEFANTE
7,70332E+12;CPFAT0009;ALCANCIA CABALLO 1 PCE
7,70332E+12;CPFAT0010;ALCANCIA PATO 1 PCE
7,70818E+12;CPF936;JEEP CBT FULL EDITION
7,70801E+12;CPF101PG;VOLQUETA 101 PEQUE•O GIGANTE
7,70801E+12;CPF726; CBT COMBO
7,70801E+12;CPF906;BAMBAM CBT PALA Y PALIN
7,70801E+12;CPF156;PEQUE•O GIGANTE SORPRESA
#N/D;CPFAT0011;ALCANC÷A GALLINA
#N/D;CPFPF101B;VOLQUETA 101 CON BLOQUES
#N/D;CPFPF102M;ESTACA MILITAR
#N/D;CPFPF102PG;ESTACA MI PEQUE•O GIGANTE
#N/D;CPFPF104PG;TRACTOMULA MIS PEQUE•OS GIGANTES
#N/D;CPFPF106B;GANADERITO BOLSA
#N/D;CPFPF110PR;VOLQUETA DE LUJO CON PALA Y RASTRILLO
#N/D;CPFPF112;VOLQUETA CBT
#N/D;CPFPF114;VOLQUETA RETRO CBT
#N/D;CPFPF116;MEZCLADOR CBT
#N/D;CPFPF118;MEZCLADOR RETRO CBT
#N/D;CPFPF120;SET CBT X 4
#N/D;CPFPF121;MIX RETRO CBT CAJA
#N/D;CPFPF1500R;TRICICLO VOLCO RECICLADO
#N/D;CPFPF152;ESTACI‡N DINO PARK SOBRE RUEDAS
#N/D;CPFPF153;ESTACI‡N CITY PEQUE•OS GIGANTES SOBRE RUEDAS
#N/D;CPFPF2500;ANILLOS
#N/D;CPFPF3035;LµMPARA VACA
#N/D;CPFPF3036;LAMPARA DINO
#N/D;CPFPF3040;BOY TOYS TRICERATOPS
#N/D;CPFPF3041;BOY TOYS VELOCIRAPTOR
#N/D;CPFPF3042;BOY TOYS TYRANNOSAURUS
#N/D;CPFPF3043;BOY TOYS ALLOSAURUS
#N/D;CPFPF3044;DINOSAURIOS X 4
#N/D;CPFPF3501;TRIQUI
#N/D;CPFPF3515;BOYA 180 MM X 142 MM
#N/D;CPFPF3550ˇ;LOTER÷A APRENDE INGLêS
#N/D;CPFPF3660;BOYTOYSAURIO
#N/D;CPFPF3900-2;MONOPATIN NI•A
#N/D;CPFPF3950;SCOOTER EN BOLSA
#N/D;CPFPF3955-1;JUEGO DE BALONCESTO NI•O
#N/D;CPFPF3955-2;JUEGO DE BALONCESTO NI•A 
#N/D;CPFPF3995-1;MANCUERNA RUSA HOMBRE
#N/D;CPFPF3995-2;MANCUERNA RUSA MUJER
#N/D;CPFPF4115-1;CORRAL MULTIUSOS NI•O
#N/D;CPFPF4115-2;CORRAL MULTIUSOS NI•A
#N/D;CPFPF4120-1;KIT CORRAL NI•O
#N/D;CPFPF4120-2;KIT CORRAL NI•A
#N/D;CPFPF4130;SILLA VASENILLA
#N/D;CPFPF4130-1;SILLA VASENILLA NI•O
#N/D;CPFPF4130-2;SILLA VASENILLA NI•A
#N/D;CPFPF4140-1;BA•ERA DINO NI•O
#N/D;CPFPF4140-2;BA•ERA DINO NI•A
#N/D;CPFPF4500-1;CARRETA NI•O
#N/D;CPFPF4508;ELEFANTE REGADERA
#N/D;CPFPF4518;VASO FIESTA 18 ONZAS X 24 UNIDADES
#N/D;CPFPF4700;HALLOWEEN SOBRE RUEDAS
#N/D;CPFPF560;MEGA MONSTER
#N/D;CPFPF826;COCINEMOS
#N/D;CPFPF830;CARRITO DE MERCADO
#N/D;CPFPF831;CARRITO CON MERCADO
#N/D;CPFPF835;COCHE OSITO
#N/D;CPFPF835C;COCHE OSITO CAJA
#N/D;CPFPF861;MY LITTLE KITCHEN CHEFF
#N/D;CPFPF891;CONSTRUYE JUGANDO 
#N/D;CPFPF893-1;BUTACO BLOQUES X 68 PIEZAS NI•O
#N/D;CPFPF893-2;BUTACO BLOQUES X 68 PIEZAS NI•A
#N/D;CPFPF925-1;BOY TOYS TODOTERRENO NI•O
#N/D;CPFPF925-2;BOY TOYS TODOTERRENO NI•A
#N/D;CPFPF926;BOY TOYS TODOTERRENO ELêCTRICO
#N/D;CPFPF955-1;CAMPER TOYS NI•O
#N/D;CPFPF955-2;CAMPER TOYS NI•A
#N/D;CPFPF965;VOLQUETA ELITE BOY TOYS
#N/D;CPFPF966;VOLQUETA ELITE ARENERA
#N/D;CPFPF970-1;MI MULITA NI•O
#N/D;CPFPF970-2;MI MULITA NI•A
#N/D;CPF3043;BOY TOYS ALLOSAURUS
7,71E+12;CPF723;MINI MULA NI•ERA CBT
#N/D;CPF935-1;JEEP AMBULANCIA NI•O
7,70894E+12;CPF894-2;MEGA BLOCK LOCOMOTORA NI•A
7,70894E+12;CPF894-1;MEGA BLOCK LOCOMOTORA NI•O
7,70894E+12;CPF892-2;BOLSA BLOQUES X 68 PCE NI•A
7,70894E+12;CPF892-1;BOLSA BLOQUES X 68 PCE NI•O
7,70894E+12;CPF862;MY LITTLE KITCHEN MARKET
7,70894E+12;CPF832;MINI CARRITO DE MERCADO
7,71E+12;CPF724;MINI MULA NI•ERA RESCATE
7,70926E+12;CPF642;BOMBETITOYS
7,70926E+12;CPF4022;TALLER DE DINO
7,70926E+12;CPF4021;THE BOY TOYS HOSPITAL
7,70926E+12;CPF961;BOY TOYS TRUCK PALA Y PALIN
7,70926E+12;CPF957;CAMPER TALLER MOBIL
#N/D;CPF956-2;CAMPER PARAMEDICO NI•A
#N/D;CPF956-1;CAMPER PARAMEDICO NI•O
7,70894E+12;CPF937;JEEP TALLER MOBIL
#N/D;CPF935-2;JEEP AMBULANCIA NI•A
7,70801E+12;CPF641;PASEANDO A DINO
7,70801E+12;CPF127;BOMBERO RESCATE X 4
7,70801E+12;CPF126;BOMBERO CORTA FUEGO
7,70801E+12;CPF125;BOMBERO ESCALERA
7,70801E+12;CPF124;BOMBERO GRUA
7,70801E+12;CPF123;BOMBERO AMBULANCIA
7,70801E+12;CPF111;DINO SPORT X 2
7,70926E+12;CPF3046;DINO MIX
7,70926E+12;CPF959;CAMPER BOMBERO
7,70894E+12;CPF3045;DINO SORPRESA
7,70926E+12;CPF958;CAMPER CBT PALA Y PALIN
7,70894E+12;CPF935;JEEP PARAMEDICO
7,70894E+12;CPF956;CAMPER PARAMEDICO
7340001;CPT0001;PIJAMA BEBE NI•A CUELLO U
7340002;CPT0002;PIJAMA BEBE NI•A MANGA LARGA
7340003;CPT0003;PIJAMA NI•O BUSO DINOSAURIO
7340004;CPT0004;PIJAMA NI•A MANGA CORTA PERROS
7340005;CPT0005;PIJAMA NI•A MANGA CORTA EN CAPRI
7340006;CPT0006;PIJAMA NI•A MANGA CORTA COCOTERA
7340007;CPT0007;PIJAMA BEBE NI•A MANGA LARGA FLORES
7340008;CPT0008;PIJAMA BEBE NI•A ANIMAL PRINTS
7340009;CPT0009;PIJAMA NI•O MANGA LARGA RANGLA
7340010;CPT0010;PIJAMA BEBE NI•O MANGA LARGA RANGLA
7440001;CYA0001;MU•ECA DE TRAPO MEDIANA
7440002;CYA0002;PELUCHE LEON
7440003;CYA0003;PELUCHE LEON
7440004;CYA0004;PELUCHE LEON
7440005;CYA0005;PELUCHE LEON
7440006;CYA0006;PELUCHE LEON
7400001;CYG0001;PELUCHE PERRO GRANDE
7400002;CYG0002;PELUCHE PERRO GRANDE
7400003;CYG0003;PELUCHE OSA GRANDE
7400004;CYG0004;PELUCHE OSA GRANDE
7400005;CYG0005;PELUCHE OSA GRANDE
7400006;CYG0006;PELUCHE PERRO GRANDE
7400007;CYG0007;PELUCHE OSA GRANDE
7400008;CYG0008;PELUCHE OSA GRANDE
7400009;CYG0009;PELUCHE OSO GRANDE
7400010;CYG0010;PELUCHE PERRA GRANDE
7400011;CYG0011;PELUCHE OSA CORAZON
7400012;CYG0012;PELUCHE PERRA CON VESTIDO
7400013;CYG0013;PELUCHE PERRO CON GORRO
7400014;CYG0014;PELUCHE PINGöINO CON HIJO
7400015;CYG0015;PELUCHE MINNIE MOUSE
7400016;CYG0016;PELUCHE OSO CON GORRO
7400017;CYG0017;PELUCHE OSA CON VESTIDO
7400018;CYG0018;PELUCHE CONEJA
7400019;CYG0019;PELUCHE OSO CON BUSO
7400020;CYG0020;PELUCHE OSO CON GORRO
7400021;CYG0021;PELUCHE ASIENTO JIRAFA
7400022;CYG0022;PELUCHE PERRO CON BUSO
7400023;CYG0023;PELUCHE OSA CON GORRO
7400024;CYG0024;PELUCHE OSA CON MO•O
7400025;CYG0025;PELUCHE OSO PANDA
7400026;CYG0026;PELUCHE PATA CON GORRO
7400027;CYG0027;PELUCHE OSA CON VESTIDO
7400028;CYG0028;PELUCHE VACA CON VESTIDO
7400029;CYG0029;PELUCHE OSO CON BUFANDA
7400030;CYG0030;PELUCHE PERRO CON BUSO
7400031;CYG0031;PELUCHE CONEJA
7400032;CYG0032;PELUCHE VACA CON BUSO
7400033;CYG0033;PELUCHE VACA CON VESTIDO
7400034;CYG0034;PELUCHE OSO PANDA PEQUE•O
7400035;CYG0035;PELUCHE LEOPARDO
7400036;CYG0036;PELUCHE OSA CON GORRO
7400037;CYG0037;PELUCHE RANA CORAZON
7400038;CYG0038;PELUCHE RANA CON BUSO
7400039;CYG0039;PELUCHE CORAZON
7400040;CYG0040;PELUCHE PERRO
7400041;CYG0041;PELUCHE MICO
7400042;CYG0042;PELUCHE LEON
7400043;CYG0043;PELUCHE CORAZON
7400044;CYG0044;PELUCHE CORAZON
7400045;CYG0045;PELUCHE VACA CON SACO
7400046;CYG0046;PELUCHE OSA CON VESTIDO
7400047;CYG0047;PELUCHE OSA CON GORRO
7400048;CYG0048;PELUCHE OSA MEDIANA
7400049;CYG0049;PELUCHE OSO PANDA
7400050;CYG0050;PELUCHE MICO CON BUSO
7400051;CYG0051;PELUCHE OSO CON BUSO
7400052;CYG0052;PELUCHE OSA CON GORRO
7400053;CYG0053;PELUCHE OSO PANDA GRANDE
7400054;CYG0054;PELUCHE TIGRE
7400055;CYG0055;PELUCHE OSO CON BUSO
7400056;CYG0056;PELUCHE LEOPARDO
7400057;CYG0057;PELUCHE OSA CORAZON
7400058;CYG0058;PELUCHE OSA CON VESTIDO
7400059;CYG0059;PELUCHE PERRO
7400060;CYG0060;PELUCHE OSA CORAZON
7400061;CYG0061;PELUCHE OSA CORAZON
7400062;CYG0062;PELUCHE OSA CON MO•O
7400063;CYG0063;PELUCHE LEON
7400064;CYG0064;PELUCHE OSO
7400065;CYG0065;PELUCHE PATO CON BUFANDA
7400066;CYG0066;PELUCHE PATO CORAZON
7400067;CYG0067;PELUCHE OSO CON BUSO
7400068;CYG0068;PELUCHE MICKEY MOUSE
7400069;CYG0069;PELUCHE MICO CON GORRO
7400070;CYG0070;PELUCHE RANA CON BUFANDA
7400071;CYG0071;PELUCHE ASIENTO GUSANO
7400072;CYG0072;PELUCHE OSO CON BUSO
7400073;CYG0073;PELUCHE OSO CORAZON
7400074;CYG0074;PELUCHE VACA CORAZON
7400075;CYG0075;PELUCHE PEZ
7400076;CYG0076;PELUCHE ASIENTO PINGöINO
7400077;CYG0077;PELUCHE PERRO CON BUSO
7400078;CYG0078;PELUCHE SURTIDO
7400079;CYG0079;PELUCHE OSO CORAZON
7400080;CYG0080;PELUCHE OSO CORAZON
7400081;CYG0081;PELUCHE OSA GRANDE
7400082;CYG0082;PELUCHE PEPPA PIG
7400083;CYG0083;PELUCHE MINNIE MOUSE
7400084;CYG0084;PELUCHE JIRAFA
7400085;CYG0085;PELUCHE PERRO
7400086;CYG0086;PELUCHE OSO
7400087;CYG0087;PELUCHE VACA
7400088;CYG0088;EMOTICON GRANDE
7400089;CYG0089;EMOTICON GRANDE
7400090;CYG0090;PELUCHE VACA
7400091;CYG0091;PELUCHE PERRO
7400092;CYG0092;PELUCHE PERRO CON VESTIDO
7400093;CYG0093;MU•ECA FROZEN
7400094;CYG0094;PELUCHE OSO
7400095;CYG0095;PELUCHE PANTERA ROSA GRANDE
7400096;CYG0096;PELUCHE PANTERA ROSA MEDIANA
7400097;CYG0097;PELUCHE PANTERA ROSA PEQUE•A
7400098;CYG0098;PELUCHE
7400099;CYG0099;PELUCHE JIRAFA
7400100;CYG0100;PELUCHE JIRAFA
7400101;CYG0101;PELUCHE MINNIE MOUSE
7400102;CYG0102;PELUCHE GATA SHERIF
7400103;CYG0103;PELUCHE PERRO
7400104;CYG0104;PELUCHE VACA
7400105;CYG0105;BOLSO HELLO KITTY
7400106;CYG0106;BOLSO LONA
7400107;CYG0107;BOLSO LONA
7400108;CYG0108;CANGURO HELLO KITTY
7400109;CYG0109;BOLSO MINNIE MOUSE
7400110;CYG0110;PELUCHE
7400111;CYG0111;PELUCHE RANA
7400112;CYG0112;PELUCHE MICO
7400113;CYG0113;PELUCHE VACA
7400114;CYG0114;PELUCHE VACA
7400115;CYG0115;PELUCHE OSO
7400116;CYG0116;PELUCHE OSO
7400117;CYG0117;PELUCHE OSO
7400118;CYG0118;PELUCHE MICO
7400119;CYG0119;PELUCHE OSO
7170001;CYM0001;BOLSA DE REGALO CYM PERSONAJES
7170002;CYM0002;CUBIERTOS CYM PERSONAJES
7170003;CYM0003;FALDON CYM PERSONAJES
7170004;CYM0004;FESTON CYM PERSONAJES
7170005;CYM0005;GORROS CYM PERSONAJES
7170006;CYM0006;GUIRNALDA CYM PERSONAJES
7170007;CYM0007;MANTEL CYM PERSONAJES
7170008;CYM0008;PI•ATA CYM PERSONAJES
7170009;CYM0009;TARJETA INVITACION CYM PERSONAJES
7170010;CYM0010;TORTEROS CYM PERSONAJES
7170011;CYM0011;VASOS CYM PERSONAJES
7140001;DIM0001;AEROPUERTO
7140002;DIM0002;AUDIFONOS PARA DECORAR
7140003;DIM0003;AURICULAR HEROES DEL CIELO
7140004;DIM0004;BILLAR PLATA
7140005;DIM0005;BLOQUES NI•O SUPER HEROES 3 EN 1
7140006;DIM0006;BOLA MICO MUSICAL
7140007;DIM0007;BOLA MUSICAL LUZ Y SONIDO
7140008;DIM0008;BOMBERO
7140009;DIM0009;CAJITA MUSICAL DIVA BAILARINA
7140010;DIM0010;CAMIONETA ALTA
7140011;DIM0011;CAMIONETA EN BLISTER
7140012;DIM0012;CAMIONETA FRICCION LLANTAS ALTAS
7140013;DIM0013;CAMIONETA FRICCION LLANTAS ALTAS MODEL CAR
7140014;DIM0014;CAMIONETA LLANTAS ALTAS FRICCION
7140015;DIM0015;CAMIONETA LUCES 3 COLORES SURTIDO
7140016;DIM0016;CAMIONETA PICK-UP FRICCION
7140017;DIM0017;CANGREJO LUZ Y SONIDO
7140018;DIM0018;CARPA CASITA DE SUE•OS
7140019;DIM0019;CARRO PIZZA
7140020;DIM0020;COCINA LUCES
7140021;DIM0021;COCODRILO ANDADOR
7140022;DIM0022;COLOREA TU PROPIA CARTERA
7140023;DIM0023;COLOREA TU PROPIA CARTERA DOCTORA JUGUETES
7140024;DIM0024;COLOREA TU PROPIO PROPIO BOLSO FROZEN
7140025;DIM0025;CUBO DIDACTICO BABY
7140026;DIM0026;DINOSAURIO LUZ Y SONIDO
7140027;DIM0027;DINOSAURIO LUZ Y SONIDO
7140028;DIM0028;DINOSAURIO LUZ Y SONIDO
7140029;DIM0029;DINOSAURIO LUZ Y SONIDO
7140030;DIM0030;DINOSAURIO STEGOSAURUS
7140031;DIM0031;DOMINO DE MADERA DISNEY
7140032;DIM0032;ENCAJABLE RELOJ
7140033;DIM0033;GUITARRA ELECTRICA CON AUDIFONOS
7140034;DIM0034;HERRAMIENTAS HERRAMIENTAS
7140035;DIM0035;INSTRUMENTO MUSICAL LUZ Y SONIDO
7140036;DIM0036;JUEGO PATOS AL AGUA
7140037;DIM0037;JUGUETE BALLENA PARA BA•O
7140038;DIM0038;LAPTOP BABYÔS FIRST
7140039;DIM0039;LAPTOP PARA BEBE PATO
7140040;DIM0040;MANTA PARA BEBE
7140041;DIM0041;MESA DE TRABAJO AVENGERS
7140042;DIM0042;MICROFONO CON PLATAFORMA
7140043;DIM0043;MOBIL MUSICAL SUE•OS DE LA SELVA
7140044;DIM0044;MU•ECA STEFFI CON SU PERRO Y GACHORROS
7140045;DIM0045;NI•ERA FRICCION X 3 PEQUE•A
7140046;DIM0046;VOLQUETA ARENERA DOS COLORES
7140047;DIM0047;PARQUES PARCHIS
7140048;DIM0048;PARLANTE MINI ROCKER ANARANJADO
7140049;DIM0049;PARLANTE ROCKER ANARANJADO
7140050;DIM0050;PATO CON SONIDOS
7140051;DIM0051;PATO DIVERTIDO
7140052;DIM0052;PERRO DALMATA CON LUZ Y SONIDO
7140053;DIM0053;PISTOLA AGUA ANIMALES
7140054;DIM0054;PIZARRA MAGNETICA AVENGERS
7140055;DIM0055;RELOJ BARBIE
7140056;DIM0056;RELOJ CARS CON TAPAS
7140057;DIM0057;RELOJ DE HELLO KITTY
7140058;DIM0058;RELOJ HELLO KITTY
7140059;DIM0059;RELOJ HELLO KITTY CON TAPAS
7140060;DIM0060;RELOJ MONSTER HIGH
7140061;DIM0061;RELOJ MOSNTER HIGH CON LUZ
7140062;DIM0062;RELOJ PRINCESAS
7140063;DIM0063;RELOJ PRINCESAS CON TAPAS
7140064;DIM0064;RELOJ PRINCESAS CORAZON MAGICO
7140065;DIM0065;RELOJ VIOLETA
7140066;DIM0066;RULETA VAMOS A COLOREAR MINNIE MOUSE
7140067;DIM0067;SELLOS PRINCESAS
7140068;DIM0068;SET AEROESPACIAL GRANDE X 40 PCS
7140069;DIM0069;SET AEROESPACIAL MEDIANO X 30 PCS
7140070;DIM0070;SET CONSTRUCCION EXPLOITER
7140071;DIM0071;SET CONSTRUCTOR TRACTOMULA
7140072;DIM0072;SET CREA TU RELOJ CON BOTONES
7140073;DIM0073;SET DE ANIMALES GRANDE
7140074;DIM0074;SET DE BOMBEROS X 30 PCS DIE CAST
7140075;DIM0075;SET DE BOMBEROS X 50PCS
7140076;DIM0076;SET DE DINOSAURIO VALLEY
7140077;DIM0077;SET DE DINOSAURIOS
7140078;DIM0078;SET DE DINOSAURIOS
7140079;DIM0079;SET DE ESMALTES SUGAR
7140080;DIM0080;SET DE PULSERAS
7140081;DIM0081;SET DE RESCATE TEAM
7140082;DIM0082;SET DE U•AS CONFETTI
7140083;DIM0083;SET DE U•AS ESMALTES RAINBOW
7140084;DIM0084;SET DECORA TU PORTAFOLIO
7140085;DIM0085;SET DECORA TUS GAFAS
7140086;DIM0086;SET DINOSAURIO VALLEY GRANDE
7140087;DIM0087;SET ESCOLAR CRAYON ZOO
7140088;DIM0088;SET ESCOLAR AVENGERS DISNEY MEDIANO
7140089;DIM0089;SET ESCOLAR CON CUADERNO MARVEL
7140090;DIM0090;SET ESCOLAR DOCTORA JUGUETES
7140091;DIM0091;SET ESCOLAR DOCTORA JUGUETES
7140092;DIM0092;SET ESCOLAR FIGURA DE LAPIZ MINNIE
7140093;DIM0093;SET ESCOLAR GRANDE DOCTORA JUGUETES
7140094;DIM0094;SET ESCOLAR LAPIZ DE ARTE AVENGERS
7140095;DIM0095;SET ESCOLAR MARVEL BLISTER
7140096;DIM0096;SET ESCOLAR MARVEL PEQUE•O
7140097;DIM0097;SET ESCOLAR PRINCESAS EN BLISTER
7140098;DIM0098;SET ESCOLAR RUEDA DE COLORES DOCTORA JUGUETES
7140099;DIM0099;
7140100;DIM0100;SET MUSICAL SONAJEROS
7140101;DIM0101;TABLA DE TRABAJO ROLLING ART
7140102;DIM0102;TELEFONO MOVIL CON LUZ Y SONIDO
7140103;DIM0103;TELEFONO SONIDO
7140104;DIM0104;TREN DIDACTICO LUZ Y SONIDO
7140105;DIM0105;VIOLIN MICKEY MOUSE
7140106;DIM0106;VOLQUETA
7140107;DIM0107;RELOJ MINNIE 5 FUNCIONES PANTALLA
7140108;DIM0108;SET DE MICROFONO DE PISO GUITARRA
7140109;DIM0109;DINOSAURIO BLOCKS X 126 PCS
7140110;DIM0110;DINOSAURIO BLOCKS X 289 PCS
7140111;DIM0111;FOLDER PARA PAPELES
7140112;DIM0112;SET DE TATUAJES METALICOS
7140113;DIM0113;SET MENSAJE SECRETO FLORES
7140114;DIM0114;MEGA BEAUTY SET 3 EN 1
7140115;DIM0115;ESTUDIO DE U•AS DELUXE
7140116;DIM0116;VOLQUETA JUNIOR OPERATOR
7140117;DIM0117;BULLDOZER JUNIOR OPERATOR
7140118;DIM0118;APPRENTICE MACHINE MAKER
7140119;DIM0119;CARRO ESCALADOR
7140120;DIM0120;GIMNASIO PARA BEBE
7140121;DIM0121;GIMNASIO PARA BEBE
